Train,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Vande_Bharat_Express,01/03/2019,Banglore,New Delhi,BLR → HYD → DEL,17:00,12:15 02 Mar,19h 15m,1 stop,No info,1024
Rajdhani_Express,6/05/2019,Kolkata,Banglore,CCU → BLR,17:15,19:50,2h 35m,non-stop,No info,480
Garib_Rath,6/06/2019,Kolkata,Banglore,CCU → DEL → BLR,22:40,10:40 07 Jun,12h,1 stop,No info,681
Rajdhani_Express,1/05/2019,Banglore,Delhi,BLR → DEL,08:20,11:20,3h,non-stop,In-flight meal not included,519
Tejas_Express,3/05/2019,Banglore,Delhi,BLR → DEL,21:00,23:50,2h 50m,non-stop,No info,561
Rajdhani_Express,3/03/2019,Mumbai,Hyderabad,BOM → HYD,21:20,22:45,1h 25m,non-stop,No info,478
Rajdhani_Express,21/03/2019,Delhi,Cochin,DEL → BOM → COK,19:45,18:50 22 Mar,23h 5m,1 stop,In-flight meal not included,540
Vande_Bharat_Express,27/04/2019,Banglore,Delhi,BLR → DEL,13:20,16:10,2h 50m,non-stop,No info,522
Rajdhani_Express,27/05/2019,Delhi,Cochin,DEL → BOM → COK,20:55,19:00 28 May,22h 5m,1 stop,In-flight meal not included,1289
Vande_Bharat_Express,15/06/2019,Chennai,Kolkata,MAA → CCU,11:40,13:55,2h 15m,non-stop,No info,466
Rajdhani_Express,21/05/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,19:50,5h 45m,1 stop,No info,1478
Tejas_Express,21/04/2019,Banglore,Delhi,BLR → DEL,09:45,12:35,2h 50m,non-stop,No info,540
Rajdhani_Express,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,23:35,9h 30m,1 stop,In-flight meal not included,989
Rajdhani_Express,21/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,04:25 22 May,8h 55m,2 stops,In-flight meal not included,1302
Tejas_Express,18/05/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,10:45 19 May,17h 45m,1 stop,No info,918
Rajdhani_Express,24/05/2019,Banglore,Delhi,BLR → DEL,20:00,22:50,2h 50m,non-stop,No info,482
Vande_Bharat_Express,27/03/2019,Delhi,Cochin,DEL → HYD → BOM → COK,21:30,19:15 28 Mar,21h 45m,2 stops,No info,866
Rajdhani_Express,6/03/2019,Delhi,Cochin,DEL → BOM → COK,08:25,21:00,12h 35m,1 stop,No info,1487
Rajdhani_Express,21/06/2019,Mumbai,Hyderabad,BOM → HYD,06:25,07:55,1h 30m,non-stop,No info,404
Vande_Bharat_Express,12/06/2019,Chennai,Kolkata,MAA → CCU,11:40,13:55,2h 15m,non-stop,No info,466
Rajdhani_Express,9/04/2019,Kolkata,Banglore,CCU → BBI → BLR,19:55,23:50,3h 55m,1 stop,No info,422
Vande_Bharat_Express,03/03/2019,Banglore,New Delhi,BLR → DEL,06:10,08:55,2h 45m,non-stop,No info,759
Rajdhani_Express,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,05:45,13:15,7h 30m,1 stop,No info,1922
Rajdhani_Express,27/05/2019,Delhi,Cochin,DEL → BOM → COK,19:15,12:35 28 May,17h 20m,1 stop,In-flight meal not included,1289
Rajdhani_Express,9/06/2019,Mumbai,Hyderabad,BOM → HYD,12:00,13:30,1h 30m,non-stop,No info,275
Humsafar_Express,3/05/2019,Mumbai,Hyderabad,BOM → HYD,13:15,14:45,1h 30m,non-stop,No check-in baggage included,196
Vande_Bharat_Express,24/03/2019,Kolkata,Banglore,CCU → GAU → DEL → BLR,16:45,23:15 25 Mar,30h 30m,2 stops,No info,1283
Yuva_Express,01/03/2019,Banglore,New Delhi,BLR → BOM → DEL,05:45,10:45,5h,1 stop,No info,5222
Sampark_Kranti_Express,15/05/2019,Delhi,Cochin,DEL → BOM → COK,08:00,19:15,11h 15m,1 stop,No info,1453
Tejas_Express,24/06/2019,Banglore,Delhi,BLR → DEL,09:45,12:35,2h 50m,non-stop,No info,466
Rajdhani_Express,9/04/2019,Delhi,Cochin,DEL → BOM → COK,17:30,12:35 10 Apr,19h 5m,1 stop,No info,1182
Rajdhani_Express,27/03/2019,Delhi,Cochin,DEL → BOM → COK,21:50,04:25 28 Mar,6h 35m,1 stop,In-flight meal not included,601
Rajdhani_Express,9/06/2019,Delhi,Cochin,DEL → BOM → COK,11:30,19:00,7h 30m,1 stop,No info,1471
Humsafar_Express,9/06/2019,Chennai,Kolkata,MAA → CCU,08:20,10:35,2h 15m,non-stop,No info,359
Garib_Rath,24/04/2019,Banglore,Delhi,BLR → DEL,11:10,13:55,2h 45m,non-stop,No info,338
Vande_Bharat_Express,18/05/2019,Kolkata,Banglore,CCU → BOM → GOI → BLR,16:50,05:35 19 May,12h 45m,2 stops,No info,1164
Tejas_Express,27/04/2019,Banglore,Delhi,BLR → DEL,21:00,23:50,2h 50m,non-stop,No info,540
Vande_Bharat_Express,3/03/2019,Delhi,Cochin,DEL → AMD → BOM → COK,16:40,19:15 04 Mar,26h 35m,2 stops,No info,1422
Rajdhani_Express,18/05/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,10:05 19 May,12h 55m,1 stop,In-flight meal not included,858
Rajdhani_Express,12/06/2019,Mumbai,Hyderabad,BOM → HYD,09:10,10:40,1h 30m,non-stop,No info,404
Rajdhani_Express,3/06/2019,Delhi,Cochin,DEL → BOM → COK,19:45,04:25 04 Jun,8h 40m,1 stop,In-flight meal not included,1026
Sampark_Kranti_Express,21/05/2019,Delhi,Cochin,DEL → BOM → COK,07:00,21:00,14h,1 stop,No info,788
Vande_Bharat_Express,21/03/2019,Delhi,Cochin,DEL → AMD → BOM → COK,19:45,19:15 22 Mar,23h 30m,2 stops,No info,823
Vande_Bharat_Express,6/06/2019,Delhi,Cochin,DEL → UDR → BOM → COK,13:20,19:15 07 Jun,29h 55m,2 stops,No info,1296
Rajdhani_Express,9/05/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,04:40 10 May,22h 10m,1 stop,In-flight meal not included,858
Rajdhani_Express,18/05/2019,Kolkata,Banglore,CCU → MAA → BLR,08:10,13:00,4h 50m,1 stop,No info,527
Shatabdi_Express,18/06/2019,Banglore,Delhi,BLR → DEL,20:55,23:40,2h 45m,non-stop,No info,341
Rajdhani_Express,15/06/2019,Delhi,Cochin,DEL → IDR → BOM → COK,05:30,19:00,13h 30m,2 stops,No info,1329
Rajdhani_Express,15/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,09:45 16 May,13h 20m,1 stop,No info,1306
Rajdhani_Express,3/05/2019,Chennai,Kolkata,MAA → CCU,13:15,15:35,2h 20m,non-stop,No info,359
Rajdhani_Express,18/05/2019,Delhi,Cochin,DEL → BOM → COK,07:05,19:00,11h 55m,1 stop,No info,1555
Rajdhani_Express,15/05/2019,Delhi,Cochin,DEL → BLR → COK,17:05,22:15,5h 10m,1 stop,No info,602
Rajdhani_Express,9/05/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,18:15,11h 45m,1 stop,No info,1478
Rajdhani_Express,1/06/2019,Delhi,Cochin,DEL → NAG → BOM → COK,14:35,04:25 02 Jun,13h 50m,2 stops,No info,1337
Rajdhani_Express,27/05/2019,Banglore,Delhi,BLR → DEL,21:15,00:15 28 May,3h,non-stop,No info,394
Shatabdi_Express,12/06/2019,Delhi,Cochin,DEL → AMD → COK,07:25,13:35,6h 10m,1 stop,No info,584
Rajdhani_Express,15/03/2019,Chennai,Kolkata,MAA → CCU,05:15,07:35,2h 20m,non-stop,No info,432
Sampark_Kranti_Express,1/06/2019,Delhi,Cochin,DEL → BOM → COK,08:30,19:15,10h 45m,1 stop,No info,893
Vande_Bharat_Express,21/03/2019,Chennai,Kolkata,MAA → CCU,11:40,13:55,2h 15m,non-stop,No info,367
Rajdhani_Express,18/06/2019,Banglore,Delhi,BLR → DEL,18:25,21:20,2h 55m,non-stop,No info,482
Rajdhani_Express,3/04/2019,Mumbai,Hyderabad,BOM → HYD,19:35,21:05,1h 30m,non-stop,In-flight meal not included,207
Sampark_Kranti_Express,27/06/2019,Delhi,Cochin,DEL → HYD → COK,14:55,22:30,7h 35m,1 stop,In-flight meal not included,609
Tejas_Express,24/03/2019,Kolkata,Banglore,CCU → DEL → BLR,20:20,22:55 25 Mar,26h 35m,1 stop,No info,1168
Rajdhani_Express,03/03/2019,Banglore,New Delhi,BLR → LKO → DEL,05:25,10:10,4h 45m,1 stop,No info,777
Rajdhani_Express,12/05/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,14:25 13 May,21h 25m,1 stop,No info,1306
Rajdhani_Express,27/05/2019,Delhi,Cochin,DEL → HYD → COK,07:35,16:10,8h 35m,1 stop,No info,751
Sampark_Kranti_Express,9/04/2019,Delhi,Cochin,DEL → BOM → COK,17:00,01:30 10 Apr,8h 30m,1 stop,No info,683
Rajdhani_Express,18/03/2019,Chennai,Kolkata,MAA → CCU,13:20,15:35,2h 15m,non-stop,No info,385
Sampark_Kranti_Express,15/06/2019,Delhi,Cochin,DEL → BOM → COK,12:50,01:30 16 Jun,12h 40m,1 stop,No info,679
Rajdhani_Express,27/05/2019,Delhi,Cochin,DEL → ATQ → BOM → COK,20:00,04:25 28 May,8h 25m,2 stops,No info,1626
Vande_Bharat_Express,9/05/2019,Kolkata,Banglore,CCU → BOM → BLR,16:50,18:30 10 May,25h 40m,1 stop,No info,857
Vande_Bharat_Express,6/05/2019,Banglore,Delhi,BLR → DEL,10:00,12:45,2h 45m,non-stop,No info,522
Rajdhani_Express,1/05/2019,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,04:25 03 May,29h 20m,2 stops,No info,1670
Rajdhani_Express,24/03/2019,Kolkata,Banglore,CCU → BLR,20:25,23:05,2h 40m,non-stop,No info,887
Shatabdi_Express,3/05/2019,Banglore,Delhi,BLR → DEL,11:40,14:30,2h 50m,non-stop,No info,389
Humsafar_Express,21/03/2019,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,non-stop,No check-in baggage included,333
Rajdhani_Express,21/05/2019,Kolkata,Banglore,CCU → GAU → BLR,10:20,17:35,7h 15m,1 stop,In-flight meal not included,560
Rajdhani_Express,9/05/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,04:40 10 May,20h 15m,1 stop,No info,1394
Sampark_Kranti_Express,21/03/2019,Delhi,Cochin,DEL → BOM → COK,07:30,19:15,11h 45m,1 stop,No info,910
Tejas_Express,15/06/2019,Banglore,Delhi,BLR → DEL,17:00,19:35,2h 35m,non-stop,No info,487
Rajdhani_Express,1/06/2019,Delhi,Cochin,DEL → BOM → COK,07:30,21:00,13h 30m,1 stop,No info,641
Humsafar_Express,12/05/2019,Mumbai,Hyderabad,BOM → HYD,05:45,07:15,1h 30m,non-stop,No info,201
Rajdhani_Express,27/03/2019,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,19:45 28 Mar,24h 35m,2 stops,No info,1097
Rajdhani_Express,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,19:45,16:20 25 Mar,20h 35m,1 stop,In-flight meal not included,1003
Rajdhani_Express,18/03/2019,Kolkata,Banglore,CCU → BLR,05:30,08:20,2h 50m,non-stop,No info,446
Rajdhani_Express,1/04/2019,Delhi,Cochin,DEL → HYD → COK,07:35,12:10,4h 35m,1 stop,No info,507
Rajdhani_Express,27/03/2019,Chennai,Kolkata,MAA → CCU,05:15,07:35,2h 20m,non-stop,No info,432
Uday_Express,21/03/2019,Delhi,Cochin,DEL → BOM → COK,07:30,19:15,11h 45m,1 stop,No info,1016
Rajdhani_Express,12/06/2019,Mumbai,Hyderabad,BOM → HYD,16:55,18:25,1h 30m,non-stop,No info,317
Tejas_Express,24/03/2019,Kolkata,Banglore,CCU → DEL → BLR,20:20,09:10 25 Mar,12h 50m,1 stop,No info,1231
Rajdhani_Express,21/03/2019,Delhi,Cochin,DEL → UDR → BOM → COK,18:20,18:50 22 Mar,24h 30m,2 stops,No info,1260
Sampark_Kranti_Express,15/06/2019,Delhi,Cochin,DEL → BOM → COK,07:30,19:00,11h 30m,1 stop,No info,1087
Rajdhani_Express,18/05/2019,Kolkata,Banglore,CCU → MAA → BLR,06:20,10:20,4h,1 stop,No info,422
Rajdhani_Express,6/04/2019,Delhi,Cochin,DEL → BOM → COK,08:00,19:00,11h,1 stop,In-flight meal not included,540
Rajdhani_Express,15/05/2019,Delhi,Cochin,DEL → MAA → COK,02:00,07:25,5h 25m,1 stop,No info,861
Rajdhani_Express,18/04/2019,Kolkata,Banglore,CCU → BLR,17:15,19:50,2h 35m,non-stop,No info,417
Shatabdi_Express,1/06/2019,Delhi,Cochin,DEL → BOM → COK,14:25,19:35,5h 10m,1 stop,No info,1065
Rajdhani_Express,21/03/2019,Delhi,Cochin,DEL → BOM → COK,18:15,04:25 22 Mar,10h 10m,1 stop,In-flight meal not included,596
Rajdhani_Express,12/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,12:35 13 Jun,26h 55m,2 stops,In-flight meal not included,1036
Rajdhani_Express,6/03/2019,Mumbai,Hyderabad,BOM → GOI → HYD,15:45,23:00,7h 15m,1 stop,No info,768
Sampark_Kranti_Express,21/05/2019,Delhi,Cochin,DEL → BOM → COK,12:50,21:00,8h 10m,1 stop,No info,748
Rajdhani_Express,3/04/2019,Banglore,Delhi,BLR → DEL,15:15,18:10,2h 55m,non-stop,In-flight meal not included,454
Humsafar_Express,15/04/2019,Kolkata,Banglore,CCU → MAA → BLR,15:05,20:20,5h 15m,1 stop,No info,464
Tejas_Express,12/05/2019,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,non-stop,No info,1198
Rajdhani_Express,24/06/2019,Mumbai,Hyderabad,BOM → HYD,07:05,08:30,1h 25m,non-stop,In-flight meal not included,499
Rajdhani_Express,9/05/2019,Kolkata,Banglore,CCU → MAA → BLR,08:10,13:00,4h 50m,1 stop,No info,506
Humsafar_Express,1/06/2019,Kolkata,Banglore,CCU → BLR,22:20,00:40 02 Jun,2h 20m,non-stop,No info,387
Humsafar_Express,27/04/2019,Kolkata,Banglore,CCU → BLR,22:20,00:40 28 Apr,2h 20m,non-stop,No info,387
Vande_Bharat_Express,27/05/2019,Delhi,Cochin,DEL → BLR → COK,09:45,23:00,13h 15m,1 stop,No info,890
Rajdhani_Express,9/06/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,16:20 10 Jun,19h 10m,1 stop,In-flight meal not included,1084
Rajdhani_Express,15/05/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,19:50 16 May,22h 40m,1 stop,In-flight meal not included,1084
Rajdhani_Express,6/05/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,12:00 07 May,14h 50m,1 stop,In-flight meal not included,966
Rajdhani_Express,1/06/2019,Delhi,Cochin,DEL → IDR → BOM → COK,21:25,12:35 02 Jun,15h 10m,2 stops,No info,1329
Rajdhani_Express,12/06/2019,Delhi,Cochin,DEL → BHO → BOM → COK,05:30,12:35,7h 5m,2 stops,No info,1444
Rajdhani_Express,9/06/2019,Mumbai,Hyderabad,BOM → HYD,02:55,04:20,1h 25m,non-stop,In-flight meal not included,405
Rajdhani_Express,09/03/2019,Banglore,New Delhi,BLR → DEL,21:20,00:15 10 Mar,2h 55m,non-stop,No info,614
Rajdhani_Express,6/03/2019,Delhi,Cochin,DEL → BOM → COK,07:30,15:30,8h,1 stop,No info,1487
Garib_Rath,18/04/2019,Banglore,Delhi,BLR → DEL,11:10,13:55,2h 45m,non-stop,No info,448
Rajdhani_Express,15/05/2019,Delhi,Cochin,DEL → BOM → COK,10:35,01:30 16 May,14h 55m,1 stop,No info,697
Rajdhani_Express,27/06/2019,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,1h 30m,non-stop,No info,804
Rajdhani_Express,1/06/2019,Delhi,Cochin,DEL → BOM → COK,09:15,01:30 02 Jun,16h 15m,1 stop,No info,704
Humsafar_Express,27/06/2019,Banglore,Delhi,BLR → DEL,09:30,12:20,2h 50m,non-stop,No check-in baggage included,357
Rajdhani_Express,27/05/2019,Delhi,Cochin,DEL → BOM → COK,16:00,21:00,5h,1 stop,No info,505
Vande_Bharat_Express,1/06/2019,Delhi,Cochin,DEL → BOM → COK,21:00,19:15 02 Jun,22h 15m,1 stop,No info,858
Garib_Rath,9/06/2019,Delhi,Cochin,DEL → BLR → COK,07:55,13:25,5h 30m,1 stop,No info,875
Rajdhani_Express,27/04/2019,Delhi,Cochin,DEL → HYD → COK,07:35,16:10,8h 35m,1 stop,No info,644
Vande_Bharat_Express,18/05/2019,Delhi,Cochin,DEL → BOM → COK,03:50,19:15,15h 25m,1 stop,No info,887
Rajdhani_Express,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,18:10 25 Mar,21h,1 stop,In-flight meal not included,1003
Rajdhani_Express,3/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,19:00,13h 30m,2 stops,In-flight meal not included,1036
Rajdhani_Express,24/06/2019,Banglore,Delhi,BLR → DEL,13:00,15:50,2h 50m,non-stop,No info,394
Rajdhani_Express,3/03/2019,Delhi,Cochin,DEL → BOM → COK,04:45,11:30,6h 45m,1 stop,No info,1487
Rajdhani_Express,18/06/2019,Mumbai,Hyderabad,BOM → HYD,08:45,10:15,1h 30m,non-stop,In-flight meal not included,499
Sampark_Kranti_Express,24/06/2019,Delhi,Cochin,DEL → BOM → COK,10:20,19:00,8h 40m,1 stop,In-flight meal not included,1079
Humsafar_Express,3/06/2019,Mumbai,Hyderabad,BOM → HYD,05:45,07:15,1h 30m,non-stop,No info,275
Rajdhani_Express,9/04/2019,Banglore,Delhi,BLR → DEL,10:10,13:00,2h 50m,non-stop,No info,442
Garib_Rath,27/05/2019,Kolkata,Banglore,CCU → BLR,10:20,12:55,2h 35m,non-stop,No info,440
Vande_Bharat_Express,9/05/2019,Kolkata,Banglore,CCU → HYD → BLR,19:00,11:05 10 May,16h 5m,1 stop,No info,611
Rajdhani_Express,21/05/2019,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,19:00 22 May,23h 50m,2 stops,No info,1512
Tejas_Express,6/06/2019,Kolkata,Banglore,CCU → DEL → BLR,20:20,23:25 07 Jun,27h 5m,1 stop,No info,934
Tejas_Express,9/05/2019,Kolkata,Banglore,CCU → DEL → BLR,07:10,23:25,16h 15m,1 stop,No info,808
Rajdhani_Express,6/05/2019,Delhi,Cochin,DEL → BOM → COK,13:00,04:25 07 May,15h 25m,1 stop,No info,1555
Humsafar_Express,21/05/2019,Banglore,Delhi,BLR → DEL,09:30,12:20,2h 50m,non-stop,No check-in baggage included,357
Sampark_Kranti_Express,3/03/2019,Delhi,Cochin,DEL → BOM → COK,17:00,01:35 04 Mar,8h 35m,1 stop,No info,1707
Sampark_Kranti_Express,9/06/2019,Delhi,Cochin,DEL → BOM → COK,11:40,01:30 10 Jun,13h 50m,1 stop,No info,679
Tejas_Express,21/03/2019,Banglore,New Delhi,BLR → DEL,07:00,09:40,2h 40m,non-stop,No info,540
Rajdhani_Express,15/05/2019,Chennai,Kolkata,MAA → CCU,05:15,07:40,2h 25m,non-stop,No info,354
Tejas_Express,24/04/2019,Delhi,Cochin,DEL → COK,14:40,17:50,3h 10m,non-stop,No info,621
Rajdhani_Express,21/05/2019,Banglore,Delhi,BLR → DEL,15:50,18:45,2h 55m,non-stop,In-flight meal not included,335
Rajdhani_Express,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,23:35 25 May,28h 40m,1 stop,In-flight meal not included,1084
Vande_Bharat_Express,15/06/2019,Banglore,Delhi,BLR → DEL,13:20,16:10,2h 50m,non-stop,No info,696
Garib_Rath,3/04/2019,Kolkata,Banglore,CCU → BLR,10:20,12:55,2h 35m,non-stop,No info,410
Sampark_Kranti_Express,21/03/2019,Delhi,Cochin,DEL → BOM → COK,09:10,18:50,9h 40m,1 stop,No info,1306
Rajdhani_Express,24/06/2019,Delhi,Cochin,DEL → LKO → BOM → COK,11:45,04:25 25 Jun,16h 40m,2 stops,No info,1335
Rajdhani_Express,1/06/2019,Delhi,Cochin,DEL → HYD → COK,16:10,22:30,6h 20m,1 stop,No info,693
Rajdhani_Express,27/06/2019,Delhi,Cochin,DEL → IDR → BOM → COK,09:35,12:35 28 Jun,27h,2 stops,No info,1329
Vande_Bharat_Express,01/03/2019,Banglore,New Delhi,BLR → BOM → BHO → DEL,08:50,23:25,14h 35m,2 stops,1 Short layover,2674
Sampark_Kranti_Express,21/03/2019,Delhi,Cochin,DEL → BOM → COK,06:40,18:50,12h 10m,1 stop,No info,1356
Sampark_Kranti_Express,6/03/2019,Delhi,Cochin,DEL → BOM → COK,11:40,19:15,7h 35m,1 stop,No info,1535
Rajdhani_Express,15/05/2019,Chennai,Kolkata,MAA → CCU,14:45,17:05,2h 20m,non-stop,No info,359
Rajdhani_Express,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,16:20 25 Mar,19h 10m,1 stop,In-flight meal not included,1003
Vande_Bharat_Express,9/05/2019,Kolkata,Banglore,CCU → BOM → AMD → BLR,09:25,05:25 10 May,20h,2 stops,No info,1468
Rajdhani_Express,6/06/2019,Banglore,Delhi,BLR → DEL,19:50,22:50,3h,non-stop,In-flight meal not included,722
Shatabdi_Express,9/05/2019,Delhi,Cochin,DEL → BOM → COK,14:25,19:35,5h 10m,1 stop,No info,1018
Tejas_Express,09/03/2019,Banglore,New Delhi,BLR → DEL,07:00,09:40,2h 40m,non-stop,No info,739
Rajdhani_Express,18/05/2019,Delhi,Cochin,DEL → AMD → BOM → COK,13:25,19:00 19 May,29h 35m,2 stops,No info,1670
Rajdhani_Express,01/03/2019,Banglore,New Delhi,BLR → HYD → DEL,16:55,21:50,4h 55m,1 stop,No Info,815
Rajdhani_Express,9/04/2019,Banglore,Delhi,BLR → DEL,07:10,10:10,3h,non-stop,No info,722
Sampark_Kranti_Express,27/05/2019,Delhi,Cochin,DEL → BOM → COK,13:00,01:30 28 May,12h 30m,1 stop,In-flight meal not included,694
Sampark_Kranti_Express,1/06/2019,Delhi,Cochin,DEL → BOM → COK,06:40,19:15,12h 35m,1 stop,No info,893
Vande_Bharat_Express,3/03/2019,Delhi,Cochin,DEL → HYD → MAA → COK,07:05,09:25 04 Mar,26h 20m,2 stops,No info,940
Tejas_Express,24/03/2019,Kolkata,Banglore,CCU → DEL → BLR,07:10,20:25,13h 15m,1 stop,No info,1315
Rajdhani_Express,1/06/2019,Banglore,Delhi,BLR → DEL,22:10,01:00 02 Jun,2h 50m,non-stop,No info,341
Tejas_Express,12/06/2019,Kolkata,Banglore,CCU → DEL → BLR,20:20,09:05 13 Jun,12h 45m,1 stop,No info,792
Vande_Bharat_Express,15/03/2019,Banglore,New Delhi,BLR → CCU → GAU → DEL,05:50,22:10,16h 20m,2 stops,No info,979
Tejas_Express,03/03/2019,Banglore,New Delhi,BLR → DEL,11:30,14:10,2h 40m,non-stop,No info,802
Sampark_Kranti_Express,6/03/2019,Delhi,Cochin,DEL → HYD → MAA → COK,13:05,21:20,8h 15m,2 stops,No info,1075
Sampark_Kranti_Express,21/05/2019,Delhi,Cochin,DEL → BOM → COK,07:00,19:00,12h,1 stop,No info,1019
Vande_Bharat_Express,1/06/2019,Banglore,Delhi,BLR → DEL,21:05,23:55,2h 50m,non-stop,No info,522
Sampark_Kranti_Express,18/05/2019,Delhi,Cochin,DEL → BOM → COK,10:00,21:00,11h,1 stop,In-flight meal not included,927
Rajdhani_Express,3/03/2019,Chennai,Kolkata,MAA → CCU,22:05,00:25 04 Mar,2h 20m,non-stop,No info,527
Rajdhani_Express,18/05/2019,Delhi,Cochin,DEL → NAG → BOM → COK,14:35,04:25 19 May,13h 50m,2 stops,In-flight meal not included,1384
Rajdhani_Express,15/05/2019,Delhi,Cochin,DEL → HYD → COK,14:20,22:30,8h 10m,1 stop,No info,641
Rajdhani_Express,18/05/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,04:40 19 May,12h 10m,1 stop,No info,1394
Tejas_Express,6/05/2019,Banglore,Delhi,BLR → DEL,07:00,09:40,2h 40m,non-stop,No info,466
Rajdhani_Express,18/06/2019,Banglore,Delhi,BLR → DEL,01:30,04:15,2h 45m,non-stop,No info,341
Rajdhani_Express,6/04/2019,Banglore,Delhi,BLR → DEL,22:10,01:00 07 Apr,2h 50m,non-stop,No info,394
Vande_Bharat_Express,24/05/2019,Kolkata,Banglore,CCU → MAA → BLR,14:35,14:35 25 May,24h,1 stop,No info,652
Rajdhani_Express,21/05/2019,Banglore,Delhi,BLR → DEL,17:45,20:45,3h,non-stop,No info,722
Sampark_Kranti_Express,21/03/2019,Delhi,Cochin,DEL → BOM → COK,13:00,01:35 22 Mar,12h 35m,1 stop,No info,1354
Rajdhani_Express,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,20:45 13 Jun,25h 50m,1 stop,In-flight meal not included,852
Rajdhani_Express,21/06/2019,Banglore,Delhi,BLR → DEL,15:15,18:10,2h 55m,non-stop,No info,801
Rajdhani_Express,9/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,12:35 10 May,17h 5m,2 stops,In-flight meal not included,1302
Rajdhani_Express,9/05/2019,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,04:25 11 May,29h 20m,2 stops,No info,1512
Rajdhani_Express,9/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,04:25 10 Jun,8h 55m,2 stops,In-flight meal not included,1036
Vande_Bharat_Express,3/03/2019,Delhi,Cochin,DEL → COK,18:05,21:10,3h 5m,non-stop,No info,866
Rajdhani_Express,18/05/2019,Delhi,Cochin,DEL → BOM → COK,10:00,19:00,9h,1 stop,No info,1555
Rajdhani_Express,01/03/2019,Banglore,New Delhi,BLR → BOM → DEL,05:45,16:10,10h 25m,1 stop,No info,2689
Rajdhani_Express,21/05/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,09:45 22 May,16h 45m,1 stop,No info,1306
Rajdhani_Express,1/04/2019,Banglore,Delhi,BLR → DEL,06:00,08:45,2h 45m,non-stop,In-flight meal not included,454
Tejas_Express,21/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:20,22:40 22 May,26h 20m,1 stop,No info,845
Sampark_Kranti_Express,27/06/2019,Delhi,Cochin,DEL → BOM → COK,06:00,19:15,13h 15m,1 stop,In-flight meal not included,726
Sampark_Kranti_Express,9/05/2019,Delhi,Cochin,DEL → BOM → COK,08:30,19:00,10h 30m,1 stop,No info,962
Sampark_Kranti_Express,9/05/2019,Delhi,Cochin,DEL → BOM → COK,11:25,19:00,7h 35m,1 stop,No info,910
Sampark_Kranti_Express,9/04/2019,Delhi,Cochin,DEL → BOM → COK,08:00,19:00,11h,1 stop,No info,1114
Rajdhani_Express,9/03/2019,Kolkata,Banglore,CCU → BLR,05:30,08:20,2h 50m,non-stop,No info,414
Rajdhani_Express,18/05/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,18:15 19 May,25h 45m,1 stop,In-flight meal not included,1084
Sampark_Kranti_Express,6/06/2019,Delhi,Cochin,DEL → HYD → COK,09:45,16:10,6h 25m,1 stop,No info,964
Rajdhani_Express,1/03/2019,Mumbai,Hyderabad,BOM → HYD,12:00,13:25,1h 25m,non-stop,No info,1247
Rajdhani_Express,18/05/2019,Delhi,Cochin,DEL → BOM → COK,22:50,19:00 19 May,20h 10m,1 stop,No info,1555
Rajdhani_Express,27/06/2019,Delhi,Cochin,DEL → BOM → COK,07:05,19:00,11h 55m,1 stop,In-flight meal not included,1026
Vande_Bharat_Express,12/06/2019,Banglore,Delhi,BLR → DEL,13:20,16:10,2h 50m,non-stop,No info,696
